"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","pValue","log2FC","log10FC","FDR","log10qValue","Expression"
"A0A024R1R8","TMA7B","Translation machinery-associated protein 7B",0.136628742756288,0.362716997124701,0.109188696071701,0.179797999965462,0.745215143574951,"Unchanged"
"A0A024RBG1","NUDT4B","Diphosphoinositol polyphosphate phosphohydrolase NUDT4B",0.958576054447495,0.00489329970665242,0.00147302998947612,0.968694435318367,0.0138131950680363,"Unchanged"
"A0A075B6H9","IGLV4-69","Immunoglobulin lambda variable 4-69",8.31200443664285e-05,0.673106439100462,0.20262522844381,0.00019252233394415,3.71551888202002,"Unchanged"
"A0A075B6K5","IGLV3-9","Immunoglobulin lambda variable 3-9",3.19744429880882e-07,1.32868042459673,0.399972662455171,9.6624215483074e-07,6.01491401920821,"Upregulated"
"A0A075B6P5","IGKV2-28","Immunoglobulin kappa variable 2-28",2.43590683980317e-09,1.25948080679017,0.379141501806911,9.41710928029346e-09,8.02608238980616,"Upregulated"
"A0A075B6R9","IGKV2D-24","Probable non-functional immunoglobulin kappa variable 2D-24",2.87203023523512e-09,1.14263356369861,0.343966976725713,1.10289161066717e-08,7.95746716680022,"Upregulated"
"A0A075B6S2","IGKV2D-29","Immunoglobulin kappa variable 2D-29",4.94263301823513e-13,1.91565427994915,0.576669399586779,2.82032859227606e-12,11.5497002897307,"Upregulated"
"A0A075B6S5","IGKV1-27","Immunoglobulin kappa variable 1-27",0.000547382722811933,0.644309883920871,0.19395660156296,0.00113035024216377,2.94678696831212,"Unchanged"
"A0A087WSY6","IGKV3D-15","Immunoglobulin kappa variable 3D-15",0.0420899151759151,0.324416080016357,0.0976589711606498,0.0625810580905054,1.20355709828501,"Unchanged"
"A0A0A0MRZ8","IGKV3D-11","Immunoglobulin kappa variable 3D-11",0.0956025381413555,0.415008573675678,0.124930029134104,0.130777593849645,0.883466657395603,"Unchanged"
"A0A0A0MT36","IGKV6D-21","Immunoglobulin kappa variable 6D-21",1.74018026403736e-12,1.3279303980256,0.399746881959717,9.48226289328817e-12,11.0230880081479,"Upregulated"
"A0A0A6YYK7","TRAV19","T cell receptor alpha variable 19",0.00109357863329386,0.406864885943917,0.122478534851524,0.00216299498401566,2.66494448768844,"Unchanged"
"A0A0B4J2D5","GATD3B","Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",6.70167814588024e-12,-0.466984652310565,-0.140576387860195,3.43710323359766e-11,10.4638074236066,"Unchanged"
"A0A0C4DH25","IGKV3D-20","Immunoglobulin kappa variable 3D-20",0.00022488385045116,0.851420623429386,0.256303146579172,0.00049116742115331,3.30877044740959,"Unchanged"
"A0A0C4DH31","IGHV1-18","Immunoglobulin heavy variable 1-18",0.00347447560055907,0.33414022654333,0.1005862309475,0.00635098390735975,2.19715898771026,"Unchanged"
"A0A0C4DH34","IGHV4-28","Immunoglobulin heavy variable 4-28",0.000603775458033683,0.425650995092139,0.128133717206956,0.00123826963172454,2.90718477791684,"Unchanged"
"A0A0C4DH38","IGHV5-51","Immunoglobulin heavy variable 5-51",0.00836375425227893,0.497988658424481,0.149909523686234,0.0142384188839118,1.84653823458377,"Unchanged"
"A0A0C4DH41","IGHV4-61","Immunoglobulin heavy variable 4-61",9.12780511403215e-07,1.21156813825615,0.364718351405867,2.6402837033581e-06,5.57834940487901,"Upregulated"
"A0A0C4DH72","IGKV1-6","Immunoglobulin kappa variable 1-6",0.000548502081417495,0.744042099367474,0.22397898994641,0.0011323225059032,2.94602986061588,"Unchanged"
"A0A0J9YX35","IGHV3-64D","Immunoglobulin heavy variable 3-64D",0.000161625363334979,0.602060968106983,0.181238410618697,0.000359497782984192,3.44430378355843,"Unchanged"
"A0A7I2V3R4","RNF228","RING finger protein 228",0.0553495570934646,0.176921856323423,0.0532587856419035,0.0799171548062948,1.09735998616748,"Unchanged"
"A0AVT1","UBA6","Ubiquitin-like modifier-activating enzyme 6",0.0470607868350466,-0.122926844830099,-0.0370046675661915,0.0690104738970404,1.16108499027024,"Unchanged"
"A0FGR8-2","ESYT2","Isoform 2 of Extended synaptotagmin-2",1.96838452196241e-18,0.485872040012584,0.146262058098238,2.15516919595906e-17,16.6665186289896,"Unchanged"
"A0JNW5","BLTP3B","Bridge-like lipid transfer protein family member 3B",0.0856500354194227,0.181941505561048,0.0547698506301406,0.118885560641579,0.924870889826138,"Unchanged"
"A0MZ66","SHTN1","Shootin-1",3.10005997095745e-10,0.769860756386348,0.231751180156852,1.32807416903727e-09,8.8767776702209,"Unchanged"
"A1A5C7","SLC22A23","Solute carrier family 22 member 23",9.78104224907749e-07,0.555809982101806,0.167315476502104,2.81271273353739e-06,5.55087462070014,"Unchanged"
"A1KXE4","FAM168B","Myelin-associated neurite-outgrowth inhibitor",2.34321050863451e-06,-0.459729591260429,-0.138392396863731,6.4866466008103e-06,5.18797976223607,"Unchanged"
"A1L020","MEX3A","RNA-binding protein MEX3A",0.203829637280587,-0.116198473637307,-0.0349792260151998,0.256012698574178,0.591738492563472,"Unchanged"
"A1L0T0","ILVBL","2-hydroxyacyl-CoA lyase 2",0.106670036658611,-0.127042601642802,-0.0382436338216735,0.144043907632869,0.841505105570864,"Unchanged"
"A1L170","C1orf226","Uncharacterized protein C1orf226",2.99541459431822e-05,-0.488046107427224,-0.14691651760264,7.34782661873149e-05,4.13384109997327,"Unchanged"
"A1X283","SH3PXD2B","SH3 and PX domain-containing protein 2B",3.50263783687226e-14,-0.985130573130542,-0.296553852157942,2.24801514055498e-13,12.6482007680864,"Unchanged"
"A1Z1Q3-1","MACROD2","Isoform 1 of ADP-ribose glycohydrolase MACROD2",1.45326050799055e-21,1.01194320523536,0.304625258684196,2.46268866713254e-20,19.6085904881579,"Upregulated"
"A2RRP1","NBAS","NBAS subunit of NRZ tethering complex",0.0893638885962991,-0.0854401920597958,-0.0257200606452901,0.123344088318116,0.908881660704816,"Unchanged"
"A2RTX5","TARS3","Threonine--tRNA ligase 2, cytoplasmic",0.000104180485132391,-0.316554604586591,-0.0952924312461146,0.000239132895110747,3.62136067824461,"Unchanged"
"A2RU67","FAM234B","Protein FAM234B",0.0994265205343743,0.139680717121667,0.0420480856694772,0.135470845234916,0.86815415951999,"Unchanged"
"A2RUC4","TYW5","tRNA wybutosine-synthesizing protein 5",0.00354088609517548,0.345919546078536,0.104132159456108,0.00645867368458443,2.18985665702123,"Unchanged"
"A3KMH1","VWA8","von Willebrand factor A domain-containing protein 8",0.171982804287818,0.0977607942148708,0.0294289314586099,0.220636045031813,0.65632353595908,"Unchanged"
"A4D126","CRPPA","D-ribitol-5-phosphate cytidylyltransferase",0.000115268465729362,0.311780712117821,0.0938553464169407,0.000262312820822876,3.58118048227829,"Unchanged"
"A4D161-2","FAM221A","Isoform 2 of Protein FAM221A",0.970446058929609,0.00420180916358692,0.00126487059429548,0.978108595438193,0.00961292457707667,"Unchanged"
"A4D1P6","WDR91","WD repeat-containing protein 91",0.031230450866749,-0.247265374190361,-0.0744342945203771,0.0477532160214066,1.32099737479609,"Unchanged"
"A4D1U4","DENND11","DENN domain-containing protein 11",0.281057653144859,0.110888495333373,0.0333807632693906,0.341426338484733,0.466702979362567,"Unchanged"
"A4D2B0","MBLAC1","Metallo-beta-lactamase domain-containing protein 1",5.69396794059518e-13,0.642084557196435,0.193286711468752,3.2276744255364e-12,11.4911102788831,"Unchanged"
"A5D8V6","VPS37C","Vacuolar protein sorting-associated protein 37C",0.980615626534303,-0.00176702840377807,-0.00053192855272746,0.986051570197075,0.00610037099556234,"Unchanged"
"A5PKW4","PSD","PH and SEC7 domain-containing protein 1",2.33201471438251e-13,0.765223831161823,0.230355326576619,1.37155097493504e-12,11.8627880468115,"Unchanged"
"A5PLN9","TRAPPC13","Trafficking protein particle complex subunit 13",0.00355274079418728,0.33371618839891,0.100458582746724,0.00647611135707715,2.18868569213788,"Unchanged"
"A5YKK6","CNOT1","CCR4-NOT transcription complex subunit 1",0.0299770173408622,-0.180346596155823,-0.0542897350588011,0.0460306483694728,1.33695290776296,"Unchanged"
"A5YM72","CARNS1","Carnosine synthase 1",0.159926290683339,0.230246476758697,0.0693110959003174,0.20695758997913,0.684118641620751,"Unchanged"
"A6NCE7","MAP1LC3B2","Microtubule-associated proteins 1A/1B light chain 3 beta 2",0.0103260942972032,0.331551521634494,0.0998069531200181,0.0172635867064326,1.76286896962967,"Unchanged"
"A6NCS6","C2orf72","Uncharacterized protein C2orf72",4.92490947249657e-08,-0.461381655581149,-0.138889717779034,1.62117483256537e-07,6.79017014695034,"Unchanged"
"A6NDB9","PALM3","Paralemmin-3",8.10603601209287e-05,0.387907992075534,0.116771941172522,0.000188004395125694,3.72583199777608,"Unchanged"
"A6NDG6","PGP","Glycerol-3-phosphate phosphatase",4.32541341519835e-13,0.472612365371861,0.142270498298635,2.4804554634744e-12,11.6054685663061,"Unchanged"
"A6NDU8","RIMOC1","RAB7A-interacting MON1-CCZ1 complex subunit 1",0.000906045769899862,-0.318725514461996,-0.0959459402364949,0.0018102531860637,2.7422606794841,"Unchanged"
"A6NE02","BTBD17","BTB/POZ domain-containing protein 17",1.26096906014712e-52,-3.05527763724828,-0.919730213893108,4.34592986579706e-49,48.361917286562,"Downregulated"
"A6NEQ2","FAM181B","Protein FAM181B",0.181477229988325,0.13595603769945,0.0409268454391575,0.231438681113158,0.635564054243022,"Unchanged"
"A6NFN3","RBFOX3","RNA binding protein fox-1 homolog 3",0.0303916477288527,0.204397395920912,0.0615297472078013,0.046573950154509,1.3318569259592,"Unchanged"
"A6NGB9","WIPF3","WAS/WASL-interacting protein family member 3",7.566313279798e-17,0.776514795761578,0.233754245601125,6.76185061750518e-16,15.1699344278781,"Unchanged"
"A6NGN9","IGLON5","IgLON family member 5",5.34307127435088e-09,0.719348252972054,0.21654540147307,1.98329511546045e-08,7.7026126577161,"Unchanged"
"A6NGU5","GGT3P","Putative glutathione hydrolase 3 proenzyme",5.14841521478931e-19,-0.966423699279199,-0.290922522003586,6.1080939889058e-18,17.2140942888145,"Unchanged"
"A6NHL2","TUBAL3","Tubulin alpha chain-like 3",4.1459924070573e-05,0.417770628648948,0.125761490530732,9.97150232444031e-05,4.00123940517257,"Unchanged"
"A6NHQ2","FBLL1","rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1",1.35272219214692e-15,-1.30856721688428,-0.393917983624704,1.02352514494717e-14,13.9899014835558,"Downregulated"
"A6NHR9","SMCHD1","Structural maintenance of chromosomes flexible hinge domain-containing protein 1",8.09881736630261e-05,-0.446718631951369,-0.13447570783934,0.000187918286801355,3.72603095555415,"Unchanged"
"A6NHX0","CASTOR2","Cytosolic arginine sensor for mTORC1 subunit 2",0.264226006910654,0.136388200880818,0.0410569395197708,0.322994821225683,0.490804440923199,"Unchanged"
"A6NIH7","UNC119B","Protein unc-119 homolog B",2.70176774242137e-16,-0.737646172469359,-0.222053624100004,2.25736788466794e-15,14.6463976579087,"Unchanged"
"A6NJL1","ZSCAN5B","Zinc finger and SCAN domain-containing protein 5B",0.000148798360745243,0.440486620229492,0.132599685377726,0.000332576880874501,3.47810794410509,"Unchanged"
"A6NKD9","CCDC85C","Coiled-coil domain-containing protein 85C",0.106679841645988,0.198018969281797,0.0596096494642854,0.144043907632869,0.841505105570864,"Unchanged"
"A6NKN8","PCP4L1","Purkinje cell protein 4-like protein 1",0.13636996726576,0.169961622841157,0.0511635465869168,0.179594609163714,0.745706703557295,"Unchanged"
"A6NL88","SHISA7","Protein shisa-7",5.12564073730263e-16,1.23810430063223,0.372706532250877,4.08451348002624e-15,14.3888596663099,"Upregulated"
"A6QL63","ABTB3","Ankyrin repeat and BTB/POZ domain-containing protein 3",0.312959533618367,0.0919965424769789,0.0276937187829462,0.374259206320507,0.426827507738368,"Unchanged"
"A6XGL0","YJEFN3","YjeF N-terminal domain-containing protein 3",2.97986745769766e-29,1.41032125140696,0.424549000195859,1.60470518639922e-27,26.7946047437454,"Upregulated"
"A6ZKI3","RTL8C","Retrotransposon Gag-like protein 8C",0.985932380670351,0.00154628801573775,0.000465479074672846,0.989561300778122,0.00455729719780004,"Unchanged"
"A7KAX9","ARHGAP32","Rho GTPase-activating protein 32",3.13210441629506e-09,0.555912322713136,0.167346284095889,1.19809077366936e-08,7.92151027626203,"Unchanged"
"A7MBM2","DISP2","Protein dispatched homolog 2",0.438580865322797,0.0759745177025284,0.0228706087345652,0.503772355385776,0.297765668185304,"Unchanged"
"A8CG34","POM121C","Nuclear envelope pore membrane protein POM 121C",0.568305065882854,-0.0526842413008808,-0.0158595369303643,0.629997880207545,0.200660911841204,"Unchanged"
"A8K2U0","A2ML1","Alpha-2-macroglobulin-like protein 1",0.0467765669374301,0.333057136099858,0.100260188235998,0.0686753729285848,1.1631989735472,"Unchanged"
"A8MSI8","LYRM9","LYR motif-containing protein 9",1.02419261739905e-07,0.5904623210218,0.177746869936937,3.25034977519875e-07,6.48806990140111,"Unchanged"
"A8MT19","RHPN2P1","Putative rhophilin-2-like protein RHPN2P1",0.155101767844515,0.145999988164268,0.043950375804031,0.201416067398689,0.695905887783109,"Unchanged"
"A8MVW0","FAM171A2","Protein FAM171A2",1.3365737246685e-10,0.571316994229631,0.171983552295705,5.96697065034973e-10,9.22424609830849,"Unchanged"
"A8MW92","PHF20L1","PHD finger protein 20-like protein 1",0.0103901610315492,-0.251492857496718,-0.0757068938017592,0.0173580659211025,1.76049866663569,"Unchanged"
"A8MWD9","SNRPGP15","Putative small nuclear ribonucleoprotein G-like protein 15",1.41705947921348e-21,-1.23073595391914,-0.370488438871784,2.41180024449841e-20,19.617658665149,"Downregulated"
"A8MXV4","NUDT19","Acyl-coenzyme A diphosphatase NUDT19",0.202387784432483,0.127955971518928,0.0385185855515236,0.254433521446855,0.594425671245568,"Unchanged"
"A9UHW6","MIF4GD","MIF4G domain-containing protein",0.000973783912885155,-0.328730181925242,-0.0989576452395754,0.00193716955599347,2.71283236482059,"Unchanged"
"B4DS77","SHISA9","Protein shisa-9",0.00013915145550966,0.395343111417084,0.11901013511567,0.000312535347940074,3.50510085656899,"Unchanged"
"B7ZAQ6","GPR89A","Golgi pH regulator A",3.26048620035729e-05,-0.411632495802488,-0.123913728426577,7.95558632887179e-05,4.09932780721666,"Unchanged"
"B9A064","IGLL5","Immunoglobulin lambda-like polypeptide 5",0.000331934899864685,1.03478919204341,0.311502585993963,0.000707491423861247,3.1502788202451,"Upregulated"
"C4AMC7","WASH3P","Putative WAS protein family homolog 3",0.0398295496083164,-0.16529000074017,-0.0497572482061129,0.059580096668864,1.22489879647646,"Unchanged"
"C9J069","AJM1","Apical junction component 1 homolog",6.40843708741816e-07,0.634474196018743,0.19099576447643,1.88131843456445e-06,5.72553768894214,"Unchanged"
"C9JLW8","MCRIP1","Mapk-regulated corepressor-interacting protein 1",0.0055388308247017,-0.205541827841655,-0.0618742555439402,0.00972717474513856,2.01201328211283,"Unchanged"
"C9JRZ8","AKR1B15","Aldo-keto reductase family 1 member B15",0.201089835276133,-0.456788968319984,-0.137507181152719,0.25307873554106,0.596744344075825,"Unchanged"
"C9JTQ0","ANKRD63","Ankyrin repeat domain-containing protein 63",4.55051025980227e-07,0.475454575634183,0.143126088841578,1.35551716598172e-06,5.86789497823552,"Unchanged"
"E9PAV3","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.0018451142038852,-0.300382670288737,-0.0904241939345537,0.00353221075992606,2.45195339084133,"Unchanged"
"E9PRG8","C11orf98","Uncharacterized protein C11orf98",0.708259740381792,-0.0434622513046659,-0.0130834413217904,0.759022759709529,0.11974520135345,"Unchanged"
"G9CGD6","CNK3/IPCEF1","CNK3/IPCEF1 fusion protein",3.74290840850355e-08,0.525847433199346,0.158295850535915,1.25730349219371e-07,6.90055987818041,"Unchanged"
"H3BS89","TMEM178B","Transmembrane protein 178B",5.63464113885833e-05,0.374991404488939,0.112883660867335,0.000133331896224341,3.87506594438072,"Unchanged"
"iRT_Peptides_Fusion","","",0.801105848413952,0.025435123306675,0.0076567350587212,0.838321331883615,0.0765894826645309,"Unchanged"
"L0R6Q1","SLC35A4","SLC35A4 upstream open reading frame protein",0.00069225922716424,-0.320778237392977,-0.0965638714115074,0.00140884052342578,2.85113816495738,"Unchanged"
"L0R8F8","MIEF1","Mitochondrial ribosome and complex I assembly factor AltMIEF1",1.76112606810271e-07,-0.553063099220136,-0.166488582360146,5.45102918160394e-07,6.26352149300888,"Unchanged"
"O00115","DNASE2","Deoxyribonuclease-2-alpha",0.0138910018916438,-0.308749580735768,-0.0929428849501441,0.0227382275086918,1.64324339247136,"Unchanged"
"O00116","AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal",6.29599186439989e-06,-0.378462330931654,-0.113928513839336,1.66022463356191e-05,4.77983314658874,"Unchanged"
"O00139","KIF2A","Kinesin-like protein KIF2A",8.52698990098166e-08,0.197162980911402,0.059351971288857,2.73888822867971e-07,6.56242569051278,"Unchanged"
"O00142-6","TK2","Isoform 6 of Thymidine kinase 2, mitochondrial",0.305277051851002,0.0666431376658903,0.0200615834425971,0.366151856343998,0.436338759702984,"Unchanged"
"O00148","DDX39A","ATP-dependent RNA helicase DDX39A",4.9649621863042e-21,-1.17503691732083,-0.353721358126107,7.67342698434862e-20,19.1150106350083,"Downregulated"
"O00151","PDLIM1","PDZ and LIM domain protein 1",0.538207773566952,0.0807077656315949,0.0242954583381286,0.602023984970155,0.220386205863963,"Unchanged"
"O00154-6","ACOT7","Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase",2.33049569007944e-29,1.36570661971284,0.411118657810425,1.27492911045378e-27,26.8945139625199,"Upregulated"
"O00159-3","MYO1C","Isoform 3 of Unconventional myosin-Ic",0.0112082955910601,-0.284700291172922,-0.0857033274173189,0.0186300413574095,1.72978618099883,"Unchanged"
"O00160","MYO1F","Unconventional myosin-If",0.838251886622207,0.0189446518229213,0.00570290845610965,0.87071583099561,0.0601235593058122,"Unchanged"
"O00161","SNAP23","Synaptosomal-associated protein 23",4.28851705315443e-07,-0.517530450411406,-0.155792189243324,1.28135015376651e-06,5.89233217465133,"Unchanged"
"O00165","HAX1","HCLS1-associated protein X-1",0.369582220392213,-0.0634805988534106,-0.0191095643975891,0.432885343273326,0.363627118375514,"Unchanged"
"O00168","FXYD1","Phospholemman",0.0356007061232644,0.282478751682616,0.0850345773941847,0.0538382435601329,1.26890911714561,"Unchanged"
"O00170","AIP","AH receptor-interacting protein",0.0174863856060552,-0.148990686495375,-0.0448506657096762,0.0281620691547987,1.5503354393915,"Unchanged"
"O00178","GTPBP1","GTP-binding protein 1",2.87922310394365e-05,-0.31535209875122,-0.094930440919707,7.07791899268315e-05,4.15009441220317,"Unchanged"
"O00182","LGALS9","Galectin-9",0.000313452094263947,-0.40695543908968,-0.1225057940646,0.000670793320633773,3.173411270494,"Unchanged"
"O00186","STXBP3","Syntaxin-binding protein 3",4.8287831986139e-05,-0.310760162422269,-0.0935481303465136,0.000115411936851753,3.9377492705499,"Unchanged"
"O00192","ARVCF","Splicing regulator ARVCF",0.000192234011542993,-0.255858084324714,-0.0770209580148633,0.000423610579759479,3.37303320183702,"Unchanged"
"O00193","SMAP","Small acidic protein",2.52527852762871e-13,-0.985322370341606,-0.296611588871557,1.47890780721705e-12,11.8300588983931,"Unchanged"
"O00194","RAB27B","Ras-related protein Rab-27B",4.90713245645926e-34,2.45523320931204,0.739098842353267,5.20382523421133e-32,31.283677297255,"Upregulated"
"O00203","AP3B1","AP-3 complex subunit beta-1",4.1958773203025e-10,-0.637403333045887,-0.19187752258301,1.76677961935523e-09,8.75281761917854,"Unchanged"
"O00213","APBB1","Amyloid beta precursor protein binding family B member 1",1.9978157361151e-11,0.499967975412062,0.150505357470422,9.73899849295713e-11,10.0114857013704,"Unchanged"
"O00217","NDUFS8","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",6.19085213531259e-07,0.667168619821789,0.200837766732097,1.82287670947073e-06,5.73924270392167,"Unchanged"
"O00231","PSMD11","26S proteasome non-ATPase regulatory subunit 11",0.0305328378493261,-0.115067214047665,-0.0346386829458349,0.046748745289961,1.33023004085475,"Unchanged"
"O00232","PSMD12","26S proteasome non-ATPase regulatory subunit 12",0.053376279313282,0.114384792444734,0.0344332535736637,0.0773434293265615,1.11157657567407,"Unchanged"
"O00233","PSMD9","26S proteasome non-ATPase regulatory subunit 9",0.945270326340844,0.00447009065722259,0.0013456313711613,0.957494248268543,0.0188638261872622,"Unchanged"
"O00241","SIRPB1","Signal-regulatory protein beta-1",0.163330057535712,0.158039956370641,0.0475747673809899,0.210988397037792,0.675741427361154,"Unchanged"
"O00244","ATOX1","Copper transport protein ATOX1",1.50154079833175e-06,0.584399086864547,0.175921654584869,4.23317820977537e-06,5.3733334480644,"Unchanged"
"O00255","MEN1","Menin",0.117525658645758,-0.159740074482433,-0.0480865539288108,0.156966550095952,0.804192886804251,"Unchanged"
"O00257","CBX4","E3 SUMO-protein ligase CBX4",0.996459738839073,0.000438083401485656,0.000131876244449715,0.996604320925382,0.00147723421294315,"Unchanged"
"O00258","GET1","Guided entry of tail-anchored proteins factor 1",0.0538142018390066,0.217117346377802,0.0653588338386848,0.07794622925647,1.10820488949012,"Unchanged"
"O00264","PGRMC1","Membrane-associated progesterone receptor component 1",1.65822200503661e-28,0.582871073074996,0.175461676600426,7.99309390259953e-27,26.0972850849231,"Unchanged"
"O00267","SUPT5H","Transcription elongation factor SPT5",0.284151528462606,-0.0925516752248763,-0.0278608303916387,0.34453060434349,0.462772194054888,"Unchanged"
"O00268","TAF4","Transcription initiation factor TFIID subunit 4",0.379632150917243,0.0795733825113718,0.0239539749923666,0.443198057984662,0.353402151276903,"Unchanged"
"O00273","DFFA","DNA fragmentation factor subunit alpha",1.00294039349711e-06,-0.378091748509375,-0.113816957414364,2.88052838848982e-06,5.54052784031118,"Unchanged"
"O00291","HIP1","Huntingtin-interacting protein 1",0.000114043387029753,-0.47570376293224,-0.143201101692832,0.000259864399246909,3.58525321364883,"Unchanged"
"O00299","CLIC1","Chloride intracellular channel protein 1",0.251587782834393,0.137843251589848,0.0414949534284009,0.309235839350476,0.509710178627719,"Unchanged"
"O00303","EIF3F","Eukaryotic translation initiation factor 3 subunit F",0.000260750102960346,-0.318324695124671,-0.0958252815931179,0.000564494491113589,3.24834029198639,"Unchanged"
"O00305","CACNB4","Voltage-dependent L-type calcium channel subunit beta-4",0.000118353999463977,0.356408193586121,0.107289556969837,0.000268713477702634,3.57071055036962,"Unchanged"
"O00330","PDHX","Pyruvate dehydrogenase protein X component, mitochondrial",3.11497732336628e-05,0.355500143295888,0.107016206594906,7.62212946040603e-05,4.11792367909278,"Unchanged"
"O00339","MATN2","Matrilin-2",9.19826680951782e-09,-0.962627096142308,-0.28977963057775,3.32130189198566e-08,7.47869164711626,"Unchanged"
"O00391","QSOX1","Sulfhydryl oxidase 1",0.961958219365989,0.00492037319672889,0.00148117992207646,0.971115700950463,0.0127290241693685,"Unchanged"
"O00399","DCTN6","Dynactin subunit 6",0.00903983379249657,0.347285464384489,0.104543341837827,0.0152836826911157,1.81577198740132,"Unchanged"
"O00401","WASL","Actin nucleation-promoting factor WASL",7.6726916353097e-09,0.303878509355656,0.09147654635371,2.79829965302591e-08,7.5531057813783,"Unchanged"
"O00408","PDE2A","cGMP-dependent 3',5'-cyclic phosphodiesterase",6.37473548573184e-29,1.66169550646759,0.500220191106795,3.23095968405511e-27,26.4906684610791,"Upregulated"
"O00410","IPO5","Importin-5",0.9481198756885,0.00319070835417801,0.000960498922023209,0.959816463962524,0.0178118047820622,"Unchanged"
"O00422","SAP18","Histone deacetylase complex subunit SAP18",3.13308220551745e-17,-0.980996488071052,-0.29530936855041,2.92633274290404e-16,15.5336762933197,"Unchanged"
"O00423","EML1","Echinoderm microtubule-associated protein-like 1",0.304011083162459,-0.106181944300529,-0.0319639502323813,0.364887410106012,0.43784112105797,"Unchanged"
"O00429","DNM1L","Dynamin-1-like protein",1.04361882229183e-25,0.919170540873106,0.27669790393349,3.22585853903927e-24,23.4913546812935,"Unchanged"
"O00429-8","DNM1L","Isoform 8 of Dynamin-1-like protein",6.09261079556476e-05,0.470656258024789,0.141681651312428,0.00014343021247892,3.84335935821598,"Unchanged"
"O00442","RTCA","RNA 3'-terminal phosphate cyclase",0.0439458786890763,0.158595693150896,0.0477420608215403,0.064939685458013,1.18748981925452,"Unchanged"
"O00443","PIK3C2A","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha",0.0438076050770908,-0.186014961655962,-0.0559960831007299,0.0647737120620204,1.18860121361683,"Unchanged"
"O00445","SYT5","Synaptotagmin-5",5.03956903722521e-30,1.63924146629388,0.493460851490666,2.94387706555876e-28,27.5310803298183,"Upregulated"
"O00451","GFRA2","GDNF family receptor alpha-2",0.0274459718967353,0.226989665651581,0.0683306980668639,0.0425421822091739,1.37118023664543,"Unchanged"
"O00459","PIK3R2","Phosphatidylinositol 3-kinase regulatory subunit beta",0.143310896876529,0.149799657748559,0.0450941903225145,0.187553068572226,0.726875825924972,"Unchanged"
"O00461","GOLIM4","Golgi integral membrane protein 4",2.32244413731474e-12,-0.977357085238941,-0.29421379913164,1.24969613103126e-11,10.9031955747195,"Unchanged"
"O00468-6","AGRN","Isoform 6 of Agrin",0.194660949377289,-0.186984662078289,-0.0562879920146583,0.245975788094895,0.609107639296124,"Unchanged"
"O00471","EXOC5","Exocyst complex component 5",0.181930311571918,0.0875824331140951,0.026364939460577,0.231930023611102,0.634643027797418,"Unchanged"
"O00478","BTN3A3","Butyrophilin subfamily 3 member A3",2.53651843368539e-05,-0.375949304834666,-0.113172017604256,6.26225700694606e-05,4.20326911263606,"Unchanged"
"O00479","HMGN4","High mobility group nucleosome-binding domain-containing protein 4",5.38655426523570e-11,-1.12519687877387,-0.338718011538424,2.4919139966624e-10,9.60346695054396,"Downregulated"
"O00483","NDUFA4","Cytochrome c oxidase subunit NDUFA4",0.207465382214161,0.227599222402713,0.0685141929330142,0.260105289123719,0.58485081653196,"Unchanged"
"O00487","PSMD14","26S proteasome non-ATPase regulatory subunit 14",0.211069139991243,0.0796242913803518,0.0239693000889749,0.264095041197973,0.578239753282191,"Unchanged"
"O00499","BIN1","Myc box-dependent-interacting protein 1",1.02114519477741e-22,1.45574360151214,0.438222490051067,1.97203565266252e-21,20.7050852376633,"Upregulated"
"O00501","CLDN5","Claudin-5",0.397272542219187,0.0979693111448565,0.0294917013091394,0.461553958118466,0.335777520329754,"Unchanged"
"O00505","KPNA3","Importin subunit alpha-4",0.0227553886397815,0.164770903643308,0.0496009844092955,0.0358684870555715,1.44528694161994,"Unchanged"
"O00506","STK25","Serine/threonine-protein kinase 25",0.0193640975489091,-0.211314892340858,-0.0636121211251031,0.0308616703825735,1.51058057152297,"Unchanged"
"O00519","FAAH","Fatty-acid amide hydrolase 1",0.00193871144537644,0.32369502846985,0.0974419130167313,0.00369566869274883,2.43230696909702,"Unchanged"
"O00533","CHL1","Neural cell adhesion molecule L1-like protein",9.5712273428523e-08,0.518840039069911,0.156186414711515,3.05578833137012e-07,6.51487673180501,"Unchanged"
"O00534","VWA5A","von Willebrand factor A domain-containing protein 5A",0.000381639810385261,-0.363769385948402,-0.109505496674736,0.00080612677594807,3.09359665327545,"Unchanged"
"O00541","PES1","Pescadillo homolog",1.45033558334045e-08,-0.560338819089721,-0.168678792280939,5.13068825454875e-08,7.28982437268477,"Unchanged"
"O00555-4","CACNA1A","Isoform 4 of Voltage-dependent P/Q-type calcium channel subunit alpha-1A",0.0143256008285773,0.260150953350087,0.0783132403589573,0.0233940692990722,1.63089422793781,"Unchanged"
