"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","pValue","log2FC","log10FC","FDR","log10qValue","Expression"
"A0A024R1R8","TMA7B","Translation machinery-associated protein 7B",0.0657598407949817,-0.397914570466803,-0.119784221422257,0.10064000501772,0.997229350245707,"Unchanged"
"A0A024RBG1","NUDT4B","Diphosphoinositol polyphosphate phosphohydrolase NUDT4B",0.0643288700848866,-0.154226371465686,-0.0464267639335871,0.0987569936514752,1.00543213927927,"Unchanged"
"A0A075B6H9","IGLV4-69","Immunoglobulin lambda variable 4-69",0.00302024980710739,-0.455926140600187,-0.13724744412797,0.00659650884676529,2.18068585078091,"Unchanged"
"A0A075B6K5","IGLV3-9","Immunoglobulin lambda variable 3-9",0.00111128746902445,-0.772356773362916,-0.232502556136485,0.00271250160197789,2.56662999665311,"Unchanged"
"A0A075B6P5","IGKV2-28","Immunoglobulin kappa variable 2-28",0.0149206984787437,-0.478933692125295,-0.144173407263812,0.0272229683996772,1.56506452096545,"Unchanged"
"A0A075B6R9","IGKV2D-24","Probable non-functional immunoglobulin kappa variable 2D-24",0.00395570871306147,-0.514476137743356,-0.154872749514104,0.00837686640833569,2.07691841049592,"Unchanged"
"A0A075B6S2","IGKV2D-29","Immunoglobulin kappa variable 2D-29",0.00342866703527109,-0.738514361788128,-0.222314975126868,0.007390181949382,2.13134486896108,"Unchanged"
"A0A075B6S5","IGKV1-27","Immunoglobulin kappa variable 1-27",5.82325381989951e-05,-0.661833652423901,-0.199231781519444,0.000192979272021958,3.71448933622499,"Unchanged"
"A0A087WSY6","IGKV3D-15","Immunoglobulin kappa variable 3D-15",0.000219289345220897,-0.516573958366104,-0.155504256447074,0.000636715019632538,3.19605490533233,"Unchanged"
"A0A0A0MRZ8","IGKV3D-11","Immunoglobulin kappa variable 3D-11",1.13445915291997e-06,-1.04211579853166,-0.313708114313351,5.58160381233218e-06,5.25324099339815,"Downregulated"
"A0A0A0MT36","IGKV6D-21","Immunoglobulin kappa variable 6D-21",0.187174691640837,-0.238133537716943,-0.07168533782638,0.252781181324509,0.59725526089256,"Unchanged"
"A0A0A6YYK7","TRAV19","T cell receptor alpha variable 19",0.0829294190862722,0.194552508995724,0.0585661409393994,0.123674218929483,0.907720823762947,"Unchanged"
"A0A0B4J2D5","GATD3B","Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",0.0148023616033793,0.157531762541748,0.0474217857948816,0.0270356858855574,1.56806260805491,"Unchanged"
"A0A0C4DH25","IGKV3D-20","Immunoglobulin kappa variable 3D-20",0.000209465941522817,-0.760540647035971,-0.22894554767952,0.000612839021611535,3.21265358944102,"Unchanged"
"A0A0C4DH31","IGHV1-18","Immunoglobulin heavy variable 1-18",0.683770924482973,-0.0419932757505554,-0.0126412356171061,0.744815402568768,0.127951350848603,"Unchanged"
"A0A0C4DH34","IGHV4-28","Immunoglobulin heavy variable 4-28",0.260107120293636,-0.126422353269072,-0.0380569204564192,0.333814630456905,0.476494632942994,"Unchanged"
"A0A0C4DH38","IGHV5-51","Immunoglobulin heavy variable 5-51",8.85309124142904e-05,-0.649437101073219,-0.1955000477201,0.000281867704051595,3.54995468204143,"Unchanged"
"A0A0C4DH41","IGHV4-61","Immunoglobulin heavy variable 4-61",0.00503171382829243,-0.631553107992376,-0.190116429360519,0.0103440511238949,1.98530934168812,"Unchanged"
"A0A0C4DH72","IGKV1-6","Immunoglobulin kappa variable 1-6",0.000140814264878847,-0.725751052387671,-0.21847283615339,0.000426839370189047,3.36973552957726,"Unchanged"
"A0A0J9YX35","IGHV3-64D","Immunoglobulin heavy variable 3-64D",0.00121490537119615,-0.461931140526545,-0.139055129229764,0.00293630530282435,2.53219879056844,"Unchanged"
"A0A7I2V3R4","RNF228","RING finger protein 228",0.761046286863427,-0.0251322033008758,-0.00756554705068894,0.809320307454186,0.0918795621594739,"Unchanged"
"A0AVT1","UBA6","Ubiquitin-like modifier-activating enzyme 6",6.44687765788323e-09,-0.305394632746876,-0.0919329449715952,5.29575378556729e-08,7.27607221466639,"Unchanged"
"A0FGR8-2","ESYT2","Isoform 2 of Extended synaptotagmin-2",1.25310147185711e-07,0.28145962368902,0.0847277892986916,7.68472281629101e-07,6.11437179264391,"Unchanged"
"A0JNW5","BLTP3B","Bridge-like lipid transfer protein family member 3B",0.31998869233231,-0.0939524557731035,-0.0282825073539977,0.397922074011657,0.400201968479772,"Unchanged"
"A0MZ66","SHTN1","Shootin-1",0.0205608916664668,-0.265990209362005,-0.0800710315709057,0.0362471166897584,1.44072653407313,"Unchanged"
"A1A5C7","SLC22A23","Solute carrier family 22 member 23",0.00120514635576564,0.334036620922027,0.100555042547769,0.00291651665683351,2.53513553888073,"Unchanged"
"A1KXE4","FAM168B","Myelin-associated neurite-outgrowth inhibitor",0.772103409104784,-0.0260003328877545,-0.0078268800964628,0.818156617826176,0.0871635523837236,"Unchanged"
"A1L020","MEX3A","RNA-binding protein MEX3A",0.00829771138104836,-0.212961101298507,-0.0641076794004863,0.0161936932473291,1.79065409170267,"Unchanged"
"A1L0T0","ILVBL","2-hydroxyacyl-CoA lyase 2",0.317945719797412,-0.0701909478574505,-0.0211295807291791,0.396096122639357,0.402199408856938,"Unchanged"
"A1L170","C1orf226","Uncharacterized protein C1orf226",4.63908385463134e-05,-0.42420592975818,-0.12769870919574,0.000156751004950852,3.80478966617054,"Unchanged"
"A1X283","SH3PXD2B","SH3 and PX domain-containing protein 2B",3.36573239202699e-24,-1.0967114416381,-0.330143040520956,2.57777704202689e-21,20.588754648505,"Downregulated"
"A1Z1Q3-1","MACROD2","Isoform 1 of ADP-ribose glycohydrolase MACROD2",1.38200399967311e-05,0.457843490864961,0.137824624069861,5.28350170257723e-05,4.27707814829174,"Unchanged"
"A2RRP1","NBAS","NBAS subunit of NRZ tethering complex",0.0178506043457555,-0.105808040260688,-0.0318513939008892,0.0319833073631004,1.49507662829226,"Unchanged"
"A2RTX5","TARS3","Threonine--tRNA ligase 2, cytoplasmic",1.14432634251009e-07,-0.377101826847531,-0.113518961300792,7.07429729051302e-07,6.1503166933315,"Unchanged"
"A2RU67","FAM234B","Protein FAM234B",0.274453604235263,0.0826654634908071,0.0248847841161986,0.349171039865941,0.456961783717837,"Unchanged"
"A2RUC4","TYW5","tRNA wybutosine-synthesizing protein 5",0.238899756874345,0.125693278627289,0.0378374471201645,0.310939581596462,0.507323990164071,"Unchanged"
"A3KMH1","VWA8","von Willebrand factor A domain-containing protein 8",0.88533915564213,0.00921860852891676,0.00277507768548772,0.913159179985217,0.0394535105670431,"Unchanged"
"A4D126","CRPPA","D-ribitol-5-phosphate cytidylyltransferase",0.146022880593638,-0.106791827636501,-0.0321475434103645,0.203381635872287,0.69168826379964,"Unchanged"
"A4D161-2","FAM221A","Isoform 2 of Protein FAM221A",0.0164268972176355,-0.239822928986141,-0.0721938952728212,0.029680367633332,1.52753072400829,"Unchanged"
"A4D1P6","WDR91","WD repeat-containing protein 91",0.00109463873779963,-0.33017650005831,-0.0993930303809016,0.00267945483652445,2.57195355879709,"Unchanged"
"A4D1U4","DENND11","DENN domain-containing protein 11",0.249888389881777,-0.105282347820038,-0.0316931447077599,0.322803724035811,0.491061463668449,"Unchanged"
"A4D2B0","MBLAC1","Metallo-beta-lactamase domain-containing protein 1",9.78916369155383e-06,0.368648889115357,0.110974373491927,3.85581173290746e-05,4.41388417947758,"Unchanged"
"A5D8V6","VPS37C","Vacuolar protein sorting-associated protein 37C",5.87021758900578e-09,-0.357145346762005,-0.107511462187177,4.89279441850264e-08,7.31044303169266,"Unchanged"
"A5PKW4","PSD","PH and SEC7 domain-containing protein 1",3.57124412547742e-08,0.530717114516339,0.159761770681654,2.45674508552055e-07,6.60963990403891,"Unchanged"
"A5PLN9","TRAPPC13","Trafficking protein particle complex subunit 13",0.176328858115735,0.139170852106746,0.0418946010062463,0.240157047815009,0.619504663731432,"Unchanged"
"A5YKK6","CNOT1","CCR4-NOT transcription complex subunit 1",0.211644323650544,-0.0928529384270309,-0.027951519652077,0.280712781012739,0.551737813240375,"Unchanged"
"A5YM72","CARNS1","Carnosine synthase 1",0.000576680004376651,-0.493630379347434,-0.148597550954567,0.00151373011049819,2.81995155017928,"Unchanged"
"A6NCE7","MAP1LC3B2","Microtubule-associated proteins 1A/1B light chain 3 beta 2",0.977677943294732,0.00325152355042491,0.000978806120285786,0.983384512349422,0.00727663584060013,"Unchanged"
"A6NCS6","C2orf72","Uncharacterized protein C2orf72",0.00169255200057163,-0.243934606482087,-0.0734316335315976,0.00394814245006438,2.40360718625548,"Unchanged"
"A6NDB9","PALM3","Paralemmin-3",0.362061856552959,0.0817231637921809,0.024601123642007,0.442185042030395,0.354395952561314,"Unchanged"
"A6NDG6","PGP","Glycerol-3-phosphate phosphatase",0.329004878936713,0.0614961160066798,0.0185121755348425,0.407443519674949,0.389932585190395,"Unchanged"
"A6NDU8","RIMOC1","RAB7A-interacting MON1-CCZ1 complex subunit 1",0.00251282501012659,-0.259045590583632,-0.0779804930101643,0.00560184437089346,2.25166896081075,"Unchanged"
"A6NE02","BTBD17","BTB/POZ domain-containing protein 17",5.78704877348294e-09,-1.36669308977589,-0.411415614889228,4.83756159172401e-08,7.31537349251038,"Downregulated"
"A6NEQ2","FAM181B","Protein FAM181B",0.583946345274207,-0.0496943512419428,-0.0149594903388864,0.654069248939732,0.184376268739499,"Unchanged"
"A6NFN3","RBFOX3","RNA binding protein fox-1 homolog 3",0.20400049551513,0.107245467356229,0.0322841025732273,0.272040126830295,0.565367031349441,"Unchanged"
"A6NGB9","WIPF3","WAS/WASL-interacting protein family member 3",3.84377308991387e-05,0.369961696746627,0.111369567967476,0.000133208285111998,3.87546876265429,"Unchanged"
"A6NGN9","IGLON5","IgLON family member 5",9.18902857651758e-06,0.497384987841985,0.149727800733402,3.6507189612643e-05,4.43762159851287,"Unchanged"
"A6NGU5","GGT3P","Putative glutathione hydrolase 3 proenzyme",0.000331833277669868,-0.383642667686829,-0.115487950590284,0.000923799185370921,3.03442242506097,"Unchanged"
"A6NHL2","TUBAL3","Tubulin alpha chain-like 3",0.221665746333905,0.113567957167549,0.0341873616537146,0.291926249422928,0.534726852367299,"Unchanged"
"A6NHQ2","FBLL1","rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1",0.000283596582375394,-0.571908049142577,-0.172161477553586,0.000801488824236814,3.09610252896314,"Unchanged"
"A6NHR9","SMCHD1","Structural maintenance of chromosomes flexible hinge domain-containing protein 1",0.0390777066815021,-0.211824714262923,-0.0637655928160919,0.0639512422021828,1.19415101527737,"Unchanged"
"A6NHX0","CASTOR2","Cytosolic arginine sensor for mTORC1 subunit 2",0.505423951785262,0.0724607435550606,0.0218128573181888,0.581811890154774,0.235217407571871,"Unchanged"
"A6NIH7","UNC119B","Protein unc-119 homolog B",7.07289770099574e-08,-0.458049771620888,-0.137886720764924,4.5950503160192e-07,6.33770972870663,"Unchanged"
"A6NJL1","ZSCAN5B","Zinc finger and SCAN domain-containing protein 5B",0.0786275154004722,0.184998148694639,0.0556899918993918,0.11802688668455,0.928019048552795,"Unchanged"
"A6NKD9","CCDC85C","Coiled-coil domain-containing protein 85C",0.0250006764271256,-0.243753991256219,-0.0733772629309378,0.0430608852104389,1.36591704655021,"Unchanged"
"A6NKN8","PCP4L1","Purkinje cell protein 4-like protein 1",0.00223167133622826,0.306823388846207,0.0923630434139818,0.00503038277325749,2.29839896723259,"Unchanged"
"A6NL88","SHISA7","Protein shisa-7",1.50626951467056e-08,0.809435858194646,0.243664472882605,1.13244789267713e-07,6.94598177204663,"Unchanged"
"A6QL63","ABTB3","Ankyrin repeat and BTB/POZ domain-containing protein 3",0.809866246159849,-0.0195516070328141,-0.00588562018031189,0.849552280441308,0.0708098900044298,"Unchanged"
"A6XGL0","YJEFN3","YjeF N-terminal domain-containing protein 3",2.21230913027968e-07,0.670720132995579,0.201906878727404,1.29232600296761e-06,5.88862791712211,"Unchanged"
"A6ZKI3","RTL8C","Retrotransposon Gag-like protein 8C",0.0308059411840966,-0.167288522548109,-0.050358863217291,0.0516529682758398,1.28690471637519,"Unchanged"
"A7KAX9","ARHGAP32","Rho GTPase-activating protein 32",5.07733097127527e-05,0.348403649040606,0.104879948960009,0.000170555762110138,3.76813360366576,"Unchanged"
"A7MBM2","DISP2","Protein dispatched homolog 2",0.00207853927731997,-0.264875391130892,-0.0797354378436278,0.00472227133769497,2.32584906234876,"Unchanged"
"A8CG34","POM121C","Nuclear envelope pore membrane protein POM 121C",0.0136255549109187,-0.200839723686596,-0.0604587811505313,0.0251192698585083,1.59999298838346,"Unchanged"
"A8K2U0","A2ML1","Alpha-2-macroglobulin-like protein 1",0.00319030810017585,-0.435894129749101,-0.131217207988327,0.00693059997936089,2.15922916705533,"Unchanged"
"A8MSI8","LYRM9","LYR motif-containing protein 9",0.000542670923859519,0.350302576146488,0.105451582978459,0.00143115998922522,2.84431181379172,"Unchanged"
"A8MT19","RHPN2P1","Putative rhophilin-2-like protein RHPN2P1",0.647541597260236,0.0418930903137893,0.0126110767955108,0.713019845034314,0.146898382533889,"Unchanged"
"A8MVW0","FAM171A2","Protein FAM171A2",5.12522315103188e-08,0.438977833784987,0.132145495400879,3.41995771346203e-07,6.46597926380458,"Unchanged"
"A8MW92","PHF20L1","PHD finger protein 20-like protein 1",0.000104103922246145,-0.334303422085658,-0.1006353577009,0.000325436887094184,3.48753322290031,"Unchanged"
"A8MWD9","SNRPGP15","Putative small nuclear ribonucleoprotein G-like protein 15",0.000711370184724193,-0.43865366673259,-0.132047911394501,0.00182488823345882,2.73876372905873,"Unchanged"
"A8MXV4","NUDT19","Acyl-coenzyme A diphosphatase NUDT19",0.117921415246069,-0.139453617738678,-0.0419797219432006,0.1685674648053,0.773226244770823,"Unchanged"
"A9UHW6","MIF4GD","MIF4G domain-containing protein",0.00157776235153501,-0.280642678773589,-0.0844818643743415,0.00370798359670332,2.43086219574572,"Unchanged"
"B4DS77","SHISA9","Protein shisa-9",0.89791996357019,0.0121234842462945,0.00364953241009441,0.922546178102447,0.0350118859893413,"Unchanged"
"B7ZAQ6","GPR89A","Golgi pH regulator A",0.0154429721403459,-0.217426044132293,-0.0654517611223808,0.0280866509138269,1.55150004350965,"Unchanged"
"B9A064","IGLL5","Immunoglobulin lambda-like polypeptide 5",0.000113421032425666,-0.986246728726553,-0.29688984847217,0.00035074525639754,3.45500819381152,"Unchanged"
"C4AMC7","WASH3P","Putative WAS protein family homolog 3",1.04281497671504e-05,-0.307951509132736,-0.092702641458944,4.08184192759614e-05,4.38914381767531,"Unchanged"
"C9J069","AJM1","Apical junction component 1 homolog",1.05357931256471e-10,0.713009482320962,0.214637241371457,1.36766896450254e-09,8.86401900808914,"Unchanged"
"C9JLW8","MCRIP1","Mapk-regulated corepressor-interacting protein 1",0.323019193478298,0.0659113986444408,0.019841308048143,0.400984190567109,0.39687274978584,"Unchanged"
"C9JRZ8","AKR1B15","Aldo-keto reductase family 1 member B15",0.0206809489834628,-0.730561349867269,-0.219920879982816,0.0364494454980847,1.43830907417601,"Unchanged"
"C9JTQ0","ANKRD63","Ankyrin repeat domain-containing protein 63",0.499125757887728,0.0589915748381102,0.0177582335177277,0.576486905013423,0.239210553321584,"Unchanged"
"E9PAV3","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.00349451485364899,-0.251132294108405,-0.0755983534065389,0.00751097314817664,2.12430379062525,"Unchanged"
"E9PRG8","C11orf98","Uncharacterized protein C11orf98",5.46442123118435e-05,-0.406208920853714,-0.122281069683264,0.000181786947618502,3.74043730252636,"Unchanged"
"G9CGD6","CNK3/IPCEF1","CNK3/IPCEF1 fusion protein",3.86325638468428e-05,0.357382615289836,0.107582887131082,0.000133681858733076,3.87392752457557,"Unchanged"
"H3BS89","TMEM178B","Transmembrane protein 178B",2.04910757012178e-07,0.423105918179313,0.127367572714923,1.20310889956128e-06,5.91969506065845,"Unchanged"
"iRT_Peptides_Fusion","","",0.0587113960502671,-0.168856141141404,-0.0508307634356335,0.0913079880252326,1.03949122680823,"Unchanged"
"L0R6Q1","SLC35A4","SLC35A4 upstream open reading frame protein",0.000901874552319419,-0.279497814737025,-0.0841372259583788,0.00226553253977324,2.6448296956819,"Unchanged"
"L0R8F8","MIEF1","Mitochondrial ribosome and complex I assembly factor AltMIEF1",3.04924883346511e-09,-0.551668062298346,-0.166068634401628,2.78022119167659e-08,7.55592065066352,"Unchanged"
"O00115","DNASE2","Deoxyribonuclease-2-alpha",8.88884596220004e-14,-0.770192664118515,-0.231851094340027,2.54235747790228e-12,11.5947633838508,"Unchanged"
"O00116","AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal",1.00366410167303e-07,-0.392273255596193,-0.118086016431218,6.26086574916938e-07,6.20336560862824,"Unchanged"
"O00139","KIF2A","Kinesin-like protein KIF2A",0.00234574515624947,0.103301984698625,0.0310969960059077,0.0052548655710197,2.27943838953319,"Unchanged"
"O00142-6","TK2","Isoform 6 of Thymidine kinase 2, mitochondrial",0.3775567676182,-0.0511218546800265,-0.0153892116926631,0.457944536194309,0.339187118248054,"Unchanged"
"O00148","DDX39A","ATP-dependent RNA helicase DDX39A",1.25214038780601e-07,-0.643598610277406,-0.193742486861152,7.68472281629101e-07,6.11437179264391,"Unchanged"
"O00151","PDLIM1","PDZ and LIM domain protein 1",0.0491463604270087,-0.228140074835222,-0.0686770057384273,0.0782532350295124,1.10649769945021,"Unchanged"
"O00154-6","ACOT7","Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase",2.45884448494645e-06,0.594311921104925,0.178905715033268,1.11505362070631e-05,4.95270424775758,"Unchanged"
"O00159-3","MYO1C","Isoform 3 of Unconventional myosin-Ic",0.00921377238453809,-0.259896014522797,-0.0782364961248835,0.0177675059994444,1.75037352923997,"Unchanged"
"O00160","MYO1F","Unconventional myosin-If",0.280027829812197,-0.0890528017377878,-0.0268075645209916,0.355360611420946,0.449330711563176,"Unchanged"
"O00161","SNAP23","Synaptosomal-associated protein 23",3.72667930305168e-12,-0.610718369717968,-0.183844548188113,6.99945515965538e-11,10.1549357643235,"Unchanged"
"O00165","HAX1","HCLS1-associated protein X-1",0.0174801523784264,-0.148562028443286,-0.0447216267781146,0.0314105032180639,1.50292510584671,"Unchanged"
"O00168","FXYD1","Phospholemman",0.16946200419326,0.164930185485283,0.0496489330214944,0.231812183946048,0.634863741446293,"Unchanged"
"O00170","AIP","AH receptor-interacting protein",0.00225010823412345,-0.169646841095526,-0.0510687878393943,0.00506697029004017,2.29525164216866,"Unchanged"
"O00178","GTPBP1","GTP-binding protein 1",1.52490732638405e-05,-0.289738972663273,-0.0872201216845115,5.75955408261109e-05,4.23961113931255,"Unchanged"
"O00182","LGALS9","Galectin-9",1.22211976347531e-06,-0.479275143698865,-0.144276194429523,5.9534074414384e-06,5.22523439402927,"Unchanged"
"O00186","STXBP3","Syntaxin-binding protein 3",5.63770840246198e-11,-0.427997226269822,-0.1288400031682,7.86654332351627e-10,9.10421606119908,"Unchanged"
"O00192","ARVCF","Splicing regulator ARVCF",0.000997910422390135,-0.202091694867817,-0.0608356620297855,0.00247164805660625,2.60701336932572,"Unchanged"
"O00193","SMAP","Small acidic protein",0.0036909735933609,-0.373145343416843,-0.112327941110807,0.00788406599908171,2.10324974881205,"Unchanged"
"O00194","RAB27B","Ras-related protein Rab-27B",4.55396886032516e-11,1.37591233151641,0.414190883190402,6.48564201533498e-10,9.18804702653188,"Upregulated"
"O00203","AP3B1","AP-3 complex subunit beta-1",6.90850321560883e-20,-0.774939600220611,-0.233280064494258,1.53613911823199e-17,16.8135694512677,"Unchanged"
"O00213","APBB1","Amyloid beta precursor protein binding family B member 1",1.98559921517896e-08,0.380406158757182,0.114513664321226,1.45914023349984e-07,6.83590296738792,"Unchanged"
"O00217","NDUFS8","NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",1.45474856454639e-12,0.810090905990749,0.243861661917826,2.96674019391072e-11,10.5277204844521,"Unchanged"
"O00231","PSMD11","26S proteasome non-ATPase regulatory subunit 11",0.1339614011917,-0.0713681704061671,-0.0214839600279147,0.188949445143112,0.723654379066568,"Unchanged"
"O00232","PSMD12","26S proteasome non-ATPase regulatory subunit 12",0.929383222502987,0.00470448272688362,0.00141619041487504,0.946548249514345,0.0238572433338278,"Unchanged"
"O00233","PSMD9","26S proteasome non-ATPase regulatory subunit 9",1.51895410047927e-07,-0.291442157027868,-0.0877328312664004,9.14423634463195e-07,6.03885255756433,"Unchanged"
"O00241","SIRPB1","Signal-regulatory protein beta-1",0.79677902633734,0.0260511735612505,0.00784218466418483,0.838503485273784,0.0764951278914952,"Unchanged"
"O00244","ATOX1","Copper transport protein ATOX1",0.736909467964647,-0.0376599583812354,-0.011336777108209,0.787400432932376,0.103804350759797,"Unchanged"
"O00255","MEN1","Menin",0.105448272654203,-0.146963440713805,-0.0442404039208403,0.152764805255448,0.815976689241488,"Unchanged"
"O00257","CBX4","E3 SUMO-protein ligase CBX4",0.0517960256499975,-0.169810345043667,-0.0511180074321941,0.0821077858349261,1.08561565914337,"Unchanged"
"O00258","GET1","Guided entry of tail-anchored proteins factor 1",0.69671481573174,0.039264515597087,0.0118197969599394,0.75510302277341,0.121993791192465,"Unchanged"
"O00264","PGRMC1","Membrane-associated progesterone receptor component 1",0.00969746170204148,0.144446563259319,0.0434827483116297,0.0185937701007432,1.73063254309827,"Unchanged"
"O00267","SUPT5H","Transcription elongation factor SPT5",0.575368580599026,-0.0431397697333074,-0.0129863646957627,0.646773585464625,0.189247725192981,"Unchanged"
"O00268","TAF4","Transcription initiation factor TFIID subunit 4",0.0698707052776654,-0.14551720194799,-0.043805042671438,0.106153575375567,0.974065373709667,"Unchanged"
"O00273","DFFA","DNA fragmentation factor subunit alpha",3.25484605818325e-07,-0.350302017990693,-0.105451414956822,1.83148194931079e-06,5.73719735729065,"Unchanged"
"O00291","HIP1","Huntingtin-interacting protein 1",2.64729377466571e-06,-0.509163750316173,-0.153273561549934,1.18955645298375e-05,4.92461494275024,"Unchanged"
"O00299","CLIC1","Chloride intracellular channel protein 1",0.00208164826092167,-0.324911421594271,-0.0978080838337013,0.0047277764291707,2.32534306890201,"Unchanged"
"O00303","EIF3F","Eukaryotic translation initiation factor 3 subunit F",3.73912406595887e-06,-0.354284168641126,-0.106650161749855,1.62508084405136e-05,4.78912502899153,"Unchanged"
"O00305","CACNB4","Voltage-dependent L-type calcium channel subunit beta-4",0.0405495654658887,0.171635984909008,0.0516675797929418,0.065968410374409,1.18066398088757,"Unchanged"
"O00330","PDHX","Pyruvate dehydrogenase protein X component, mitochondrial",5.65745312931769e-15,0.554504309044603,0.166922429747356,2.16649024557705e-13,12.6642432619961,"Unchanged"
"O00339","MATN2","Matrilin-2",2.92905697356108e-14,-1.09015785443066,-0.328170214192316,9.21917338756006e-13,12.0353080170499,"Downregulated"
"O00391","QSOX1","Sulfhydryl oxidase 1",9.54828285867218e-06,-0.393763681884192,-0.118534679450232,3.78037413812908e-05,4.42246521654263,"Unchanged"
"O00399","DCTN6","Dynactin subunit 6",0.212261539314971,0.14884502769211,0.0448068180407609,0.281423118003095,0.550640229542396,"Unchanged"
"O00401","WASL","Actin nucleation-promoting factor WASL",0.0883329426772074,0.0839055554311692,0.0252580889876288,0.130604670500642,0.884041292154452,"Unchanged"
"O00408","PDE2A","cGMP-dependent 3',5'-cyclic phosphodiesterase",6.07004795578206e-09,0.880712928674097,0.265121009099975,5.01087910888692e-08,7.30008607480225,"Unchanged"
"O00410","IPO5","Importin-5",0.0231309478924045,-0.0985485730670987,-0.0296660765230803,0.040222407624204,1.39553193705575,"Unchanged"
"O00422","SAP18","Histone deacetylase complex subunit SAP18",0.0298866448994202,-0.248915141125253,-0.0749309238536342,0.0502705327700595,1.2986865120691,"Unchanged"
"O00423","EML1","Echinoderm microtubule-associated protein-like 1",0.0141118991286584,-0.223779276602931,-0.0673642746654692,0.0258981152007035,1.5867318416222,"Unchanged"
"O00429","DNM1L","Dynamin-1-like protein",2.51559836359104e-11,0.57364405379108,0.172684067025397,3.81938755952269e-10,9.41800627081699,"Unchanged"
"O00429-8","DNM1L","Isoform 8 of Dynamin-1-like protein",7.75723315807641e-06,0.464053328669345,0.139693971517189,3.11963874904438e-05,4.50589569392389,"Unchanged"
"O00442","RTCA","RNA 3'-terminal phosphate cyclase",0.663450213838816,-0.0306873909999705,-0.00923782517966004,0.727399765228401,0.138226843451813,"Unchanged"
"O00443","PIK3C2A","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha",0.00270244221278018,-0.244361859171168,-0.0735602494067392,0.00596284704631683,2.22454633064966,"Unchanged"
"O00445","SYT5","Synaptotagmin-5",3.15339742913642e-08,0.820283129375317,0.246929826879088,2.20673791665354e-07,6.65624924278302,"Unchanged"
"O00451","GFRA2","GDNF family receptor alpha-2",0.00152640778133279,0.287875133220257,0.0866590501050619,0.00360573298037249,2.44300643774798,"Unchanged"
"O00459","PIK3R2","Phosphatidylinositol 3-kinase regulatory subunit beta",0.103621973125446,-0.148089232490987,-0.0445793010146441,0.1503718443692,0.822833473450425,"Unchanged"
"O00461","GOLIM4","Golgi integral membrane protein 4",0.00126974892535359,-0.424445059568603,-0.127770694441535,0.003052800607765,2.51530156051473,"Unchanged"
"O00468-6","AGRN","Isoform 6 of Agrin",0.39304411521471,0.109685261878655,0.033018553907734,0.473811312727351,0.32439457426667,"Unchanged"
"O00471","EXOC5","Exocyst complex component 5",0.768776842379057,0.0172292122655673,0.00518650969359756,0.815634719796651,0.0885042955285694,"Unchanged"
"O00478","BTN3A3","Butyrophilin subfamily 3 member A3",0.308117040512379,-0.0831603049627292,-0.0250337462423457,0.38559381994405,0.413869935313048,"Unchanged"
"O00479","HMGN4","High mobility group nucleosome-binding domain-containing protein 4",0.000676212921615884,-0.54474296466069,-0.163983972289792,0.00174313226204124,2.75866965907736,"Unchanged"
"O00483","NDUFA4","Cytochrome c oxidase subunit NDUFA4",0.0216442971114518,0.36652234644245,0.110334220360323,0.0379628854934446,1.42064078501571,"Unchanged"
"O00487","PSMD14","26S proteasome non-ATPase regulatory subunit 14",0.935496615886642,-0.0046021092550923,-0.00138537292910561,0.951585554436918,0.0215521594005897,"Unchanged"
"O00499","BIN1","Myc box-dependent-interacting protein 1",0.000750411918932288,0.506285122782357,0.152407008315911,0.00191364756093239,2.7181380437986,"Unchanged"
"O00501","CLDN5","Claudin-5",0.0403915100489916,-0.209837364838894,-0.0631673410275936,0.0657578362701225,1.1820524854833,"Unchanged"
"O00505","KPNA3","Importin subunit alpha-4",1.15634833137016e-05,-0.276250764609572,-0.083159766472591,4.49054030880819e-05,4.34770140086384,"Unchanged"
"O00506","STK25","Serine/threonine-protein kinase 25",2.2018067891159e-05,-0.334463111525457,-0.10068342901227,8.05148763786519e-05,4.09412386954192,"Unchanged"
"O00519","FAAH","Fatty-acid amide hydrolase 1",0.437332975039852,-0.0732208988870022,-0.0220416868744671,0.518585273860261,0.285179819946214,"Unchanged"
"O00533","CHL1","Neural cell adhesion molecule L1-like protein",0.572315139680154,0.0511040111252417,0.0153838402474436,0.643971312082158,0.191133479351254,"Unchanged"
"O00534","VWA5A","von Willebrand factor A domain-containing protein 5A",1.41262298042753e-06,-0.432038542267889,-0.130056560505575,6.7760683396569e-06,5.16902222260264,"Unchanged"
"O00541","PES1","Pescadillo homolog",1.7804678292823e-05,-0.385683209545735,-0.116102214897223,6.62676282248535e-05,4.17869857290206,"Unchanged"
"O00555-4","CACNA1A","Isoform 4 of Voltage-dependent P/Q-type calcium channel subunit alpha-1A",0.0783449735860841,0.167144452130068,0.0503154936999729,0.117654009352697,0.92939326857225,"Unchanged"
