"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","pValue","log2FC","log10FC","FDR","log10qValue","Expression"
"P09382","LGALS1","Galectin-1",0.0518042594800658,0.243748451846882,0.073375595402569,0.0821077858349261,1.08561565914337,"Unchanged"
"P09417","QDPR","Dihydropteridine reductase",0.851504572558055,0.0300107156973723,0.00903412561625297,0.885621716319346,0.0527517426690509,"Unchanged"
"P09429","HMGB1","High mobility group protein B1",3.87120958926456e-08,-0.89288814330962,-0.268786113908915,2.64724679551593e-07,6.57720556873475,"Unchanged"
"P09455","RBP1","Retinol-binding protein 1",0.79104098370744,0.0313771038587953,0.00944544943856148,0.833865346489583,0.0789040740600293,"Unchanged"
"P09471","GNAO1","Guanine nucleotide-binding protein G(o) subunit alpha",1.96624454727112e-09,0.645586545199469,0.194340914902121,1.87719164326036e-08,7.72649138781453,"Unchanged"
"P09486","SPARC","SPARC",1.05291091869007e-14,-1.22554875879835,-0.368926937547066,3.72190510899009e-13,12.4292347035232,"Downregulated"
"P09488","GSTM1","Glutathione S-transferase Mu 1",0.0045362428513136,0.38526515536717,0.115976368049662,0.00942668736029685,2.02564089622286,"Unchanged"
"P09493-10","TPM1","Isoform 10 of Tropomyosin alpha-1 chain",0.804646216122721,0.0192386953207357,0.00579142436898178,0.845105343247588,0.073089152423535,"Unchanged"
"P09493-5","TPM1","Isoform 5 of Tropomyosin alpha-1 chain",0.000236268906676713,0.337659567362056,0.101645658098902,0.00068115634599351,3.1667531929197,"Unchanged"
"P09493-7","TPM1","Isoform 7 of Tropomyosin alpha-1 chain",0.00496933996705543,-0.367334836692786,-0.110578804296859,0.0102280263938229,1.99020815993033,"Unchanged"
"P09496","CLTA","Clathrin light chain A",2.2372283374629e-13,0.7201689883586,0.216792467442923,5.73279365432407e-12,11.2416336899018,"Unchanged"
"P09497","CLTB","Clathrin light chain B",1.10637297322834e-16,0.862702431925529,0.259699309341848,7.19455557024805e-15,14.1429960286002,"Unchanged"
"P09525","ANXA4","Annexin A4",3.23482309699562e-09,-0.530285475316958,-0.159631834335336,2.93004410086607e-08,7.53312584291598,"Unchanged"
"P09543","CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase",7.83814572065981e-05,-0.857970582509632,-0.258274880732698,0.00025164573103171,3.59921043266242,"Unchanged"
"P09601","HMOX1","Heme oxygenase 1",0.182076405792513,-0.149310042649857,-0.0449468014914752,0.246572232834536,0.608055832061938,"Unchanged"
"P09619","PDGFRB","Platelet-derived growth factor receptor beta",0.478126278386343,-0.0606088365904158,-0.0182450778160118,0.557746562348462,0.25356309779481,"Unchanged"
"P09622","DLD","Dihydrolipoyl dehydrogenase, mitochondrial",9.20336888479394e-16,0.436057960725368,0.131266526026402,4.56394400884062e-14,13.3406596922119,"Unchanged"
"P09651","HNRNPA1","Heterogeneous nuclear ribonucleoprotein A1",0.000117452040907497,-0.506021264224886,-0.1523275789755,0.000361931558949,3.44137354654132,"Unchanged"
"P09661","SNRPA1","U2 small nuclear ribonucleoprotein A'",3.49628671127757e-07,-0.630354191463593,-0.189755519523058,1.95299062405481e-06,5.70929984167427,"Unchanged"
"P09668","CTSH","Pro-cathepsin H",0.247821553000328,0.150654181129905,0.045351427492296,0.320554318789879,0.494098367543382,"Unchanged"
"P09669","COX6C","Cytochrome c oxidase subunit 6C",0.00036489566841453,0.881970032356705,0.2654994350161,0.00100448316389032,2.99805733805043,"Unchanged"
"P09871","C1S","Complement C1s subcomponent",0.426194096110357,-0.0833620965523743,-0.0250944915637016,0.507559762351191,0.294512814633881,"Unchanged"
"P09874","PARP1","Poly [ADP-ribose] polymerase 1",1.57751685088909e-09,-0.832885535297596,-0.250723529079228,1.5534033790255e-08,7.80871575448564,"Unchanged"
"P09913","IFIT2","Interferon-induced protein with tetratricopeptide repeats 2",8.19260466116147e-17,-1.13696443079726,-0.342260397673001,5.59124989399862e-15,14.2524910970528,"Downregulated"
"P09914-2","IFIT1","Isoform 2 of Interferon-induced protein with tetratricopeptide repeats 1",4.65412168114846e-19,-1.34656234982597,-0.405355658329392,7.46066529026891e-17,16.1272224434375,"Downregulated"
"P09936","UCHL1","Ubiquitin carboxyl-terminal hydrolase isozyme L1",3.04754934842935e-05,0.594767105449151,0.179042739174437,0.000108170739746259,3.96589020027646,"Unchanged"
"P09960","LTA4H","Leukotriene A-4 hydrolase",8.54033449791471e-05,-0.195074404317937,-0.0587232470859824,0.000272792056043216,3.5641682808881,"Unchanged"
"P09972","ALDOC","Fructose-bisphosphate aldolase C",0.571679810590434,-0.0541140910548616,-0.0162899645956053,0.643361458677529,0.191544959574907,"Unchanged"
"P0C0L4","C4A","Complement C4-A",2.94380259176805e-05,-0.693202220221516,-0.208674661347545,0.000105083538400089,3.97846531196361,"Unchanged"
"P0C0L5","C4B","Complement C4-B",0.0188934931322556,-0.247001926938649,-0.0743549889953367,0.0336518987495188,1.47299042644225,"Unchanged"
"P0C0S5","H2AZ1","Histone H2A.Z",6.45355168994127e-09,-1.27229139327794,-0.38299787260178,5.29575378556729e-08,7.27607221466639,"Downregulated"
"P0C0S8","H2AC11","Histone H2A type 1",6.0353718825468e-08,-1.03172154714633,-0.310579132863897,3.97343060041978e-07,6.40083436792907,"Downregulated"
"P0C7M8","CLEC2L","C-type lectin domain family 2 member L",0.971530797079335,0.00574526838703004,0.00172949811763604,0.978629516917705,0.00938168941282753,"Unchanged"
"P0C7U0","ELFN1","Protein ELFN1",0.452081950371113,0.0720673651561459,0.0216944386204692,0.532319932338244,0.273827271677254,"Unchanged"
"P0C869-6","PLA2G4B","Isoform 5 of Cytosolic phospholipase A2 beta",0.696700354822748,0.0518669448436508,0.0156135061813881,0.75510302277341,0.121993791192465,"Unchanged"
"P0C870","JMJD7","Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7",0.778825569101165,0.024203717885519,0.00728604509012999,0.823633729336351,0.0842658765213322,"Unchanged"
"P0CAP2","POLR2M","DNA-directed RNA polymerase II subunit GRINL1A",3.17703487376983e-05,-0.345403001243429,-0.103976663966636,0.000112189043979997,3.95004955280673,"Unchanged"
"P0CG12","DERPC","Decreased expression in renal and prostate cancer protein",0.00189009536808292,-0.384023272071376,-0.115602523926514,0.00433414084238043,2.36309697993942,"Unchanged"
"P0CG29","GSTT2","Glutathione S-transferase theta-2",5.28091239870867e-05,-0.477451122033017,-0.143727109195362,0.000176277623071665,3.75380281415156,"Unchanged"
"P0CG38","POTEI","POTE ankyrin domain family member I",0.399829375642493,-0.0619878372511593,-0.018660198378936,0.480478362326308,0.318326165402045,"Unchanged"
"P0CG47","UBB","Polyubiquitin-B",0.866568625269722,0.0121690221480542,0.00366324068446366,0.898504442536732,0.0464797712379028,"Unchanged"
"P0DI81","TRAPPC2","Trafficking protein particle complex subunit 2",0.0540857581095357,0.170350652778737,0.0512806562673395,0.0850977244120132,1.07008205317651,"Unchanged"
"P0DMV8","HSPA1A","Heat shock 70 kDa protein 1A",0.045603521077875,0.127700993283392,0.0384418294543857,0.0731715714128939,1.13565761807553,"Unchanged"
"P0DOY2","IGLC2","Immunoglobulin lambda constant 2",0.0232747046760667,-0.568371398154348,-0.171096839521934,0.0404315875332983,1.3932792058982,"Unchanged"
"P0DP23","CALM1","Calmodulin-1",5.38352120474998e-08,0.603921598894543,0.181798516296609,3.5750107576437e-07,6.44672264701583,"Unchanged"
"P0DP57","SLURP2","Secreted Ly-6/uPAR domain-containing protein 2",0.990235136916003,-0.00135958769282762,-0.000409276677276697,0.992683362239967,0.00318925700426209,"Unchanged"
"P0DP58","LYNX1","Ly-6/neurotoxin-like protein 1",0.441615670459837,0.178705161371726,0.0537956139528616,0.522859338339085,0.281615131017159,"Unchanged"
"P0DPB6","POLR1D","DNA-directed RNA polymerases I and III subunit RPAC2",1.72005725771656e-05,-0.38327312490657,-0.115376707128745,6.43318213642988e-05,4.19157415266823,"Unchanged"
"P0DTE7","AMY1B","Alpha-amylase 1B",0.653576880924501,-0.106469479914749,-0.0320505070770831,0.718746879421281,0.143424027871788,"Unchanged"
"P0DTL6","ZFTRAF1","Zinc finger TRAF-type-containing protein 1",0.727507164848951,0.042550133566988,0.0128088665231722,0.779903720876828,0.107959007659196,"Unchanged"
"P10109","FDX1","Adrenodoxin, mitochondrial",0.375871603078106,0.104297557945138,0.0313966934159887,0.456141366200244,0.34090054100643,"Unchanged"
"P10114","RAP2A","Ras-related protein Rap-2a",5.78991486025287e-09,0.36138626951908,0.108788107146351,4.83756159172401e-08,7.31537349251038,"Unchanged"
"P10155-5","RO60","Isoform 5 of RNA-binding protein RO60",1.19170658206072e-17,-0.927354938365538,-0.27916165307515,1.22603484629023e-15,14.91149718615,"Unchanged"
"P10163","PRB4","Basic salivary proline-rich protein 4",0.367933620299803,-0.108059573314789,-0.0325291728864027,0.448006791154663,0.348715402656674,"Unchanged"
"P10253","GAA","Lysosomal alpha-glucosidase",3.82961642845551e-09,-0.591022068438781,-0.177915370699443,3.34569658318679e-08,7.47551344718194,"Unchanged"
"P10275","AR","Androgen receptor",0.543317104246461,0.0794396948016374,0.0239137309816849,0.617306555988749,0.209499110665131,"Unchanged"
"P10301","RRAS","Ras-related protein R-Ras",1.67100387632337e-05,-0.294542845881126,-0.088666231618452,6.2667191074521e-05,4.20295977120357,"Unchanged"
"P10321","HLA-C","HLA class I histocompatibility antigen, C alpha chain",0.785604606565399,-0.0368969223019295,-0.0111070803605641,0.829403056066058,0.0812343687427022,"Unchanged"
"P10398","ARAF","Serine/threonine-protein kinase A-Raf",0.0118732955047838,-0.224149134052341,-0.0674756128518615,0.0222277636921442,1.65310422893468,"Unchanged"
"P10412","H1-4","Histone H1.4",3.03407517860877e-10,-0.987306850130338,-0.297208976813755,3.46830517514929e-09,8.45988269607118,"Unchanged"
"P10451-5","SPP1","Isoform 2 of Osteopontin",2.12249805286777e-09,-0.660999496536715,-0.198980675576341,2.01494898202394e-08,7.69573594560524,"Unchanged"
"P10515","DLAT","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",1.80595050943786e-13,0.502652608640277,0.151313512599471,4.74817183584882e-12,11.3234735723605,"Unchanged"
"P10586","PTPRF","Receptor-type tyrosine-protein phosphatase F",0.0113155549077895,0.213644575856192,0.0643134257436225,0.0213226134443393,1.6711595663014,"Unchanged"
"P10589","NR2F1","COUP transcription factor 1",0.269178264718938,-0.118824933863263,-0.035769869325631,0.343601070131044,0.463945492246839,"Unchanged"
"P10599","TXN","Thioredoxin",0.893288086184678,0.0233653607904429,0.00703367445743438,0.919580494237559,0.0364102493806155,"Unchanged"
"P10606","COX5B","Cytochrome c oxidase subunit 5B, mitochondrial",3.65359159630203e-09,0.50064545609918,0.150709299478728,3.22048681244372e-08,7.49207847489486,"Unchanged"
"P10619","CTSA","Lysosomal protective protein",1.42704866386285e-08,-0.56424755680017,-0.169855439576967,1.07976360483059e-07,6.96667131521227,"Unchanged"
"P10620","MGST1","Microsomal glutathione S-transferase 1",0.0287444258960266,-0.191248264010417,-0.0575714640857998,0.0485506806423208,1.31380467724656,"Unchanged"
"P10636","MAPT","Microtubule-associated protein tau",0.0367068047618367,0.167278615712021,0.0503558809624666,0.060444339518237,1.21864436363859,"Unchanged"
"P10636-2","MAPT","Isoform Fetal-tau of Microtubule-associated protein tau",0.0138573040515242,0.268804738910479,0.080918289388679,0.0254919660600898,1.59359666840987,"Unchanged"
"P10636-4","MAPT","Isoform Tau-B of Microtubule-associated protein tau",1.4159446761558e-05,0.573780763925606,0.172725220876601,5.39828907784397e-05,4.26774386273042,"Unchanged"
"P10636-8","MAPT","Isoform Tau-F of Microtubule-associated protein tau",9.75110389012538e-07,0.874356648324634,0.263207578053938,4.89513584374836e-06,5.31023525169093,"Unchanged"
"P10643","C7","Complement component C7",0.222509691498318,-0.125563844229191,-0.0377984834838662,0.292830547397716,0.533383620665996,"Unchanged"
"P10644","PRKAR1A","cAMP-dependent protein kinase type I-alpha regulatory subunit",2.26515623616409e-15,-0.65937501256524,-0.198491657173452,1.0008796112743e-13,12.9996181575892,"Unchanged"
"P10645","CHGA","Chromogranin-A",1.66226968571662e-07,0.730941726978652,0.220035384903007,9.92036791657544e-07,6.00347222087248,"Unchanged"
"P10746","UROS","Uroporphyrinogen-III synthase",0.325858238934271,0.0756887066086902,0.0227845710222264,0.404127535259794,0.393481557862268,"Unchanged"
"P10768","ESD","S-formylglutathione hydrolase",1.99516725258479e-11,-0.351984892656485,-0.105958010710169,3.14706816294439e-10,9.50209385051861,"Unchanged"
"P10809","HSPD1","60 kDa heat shock protein, mitochondrial",0.0764032119997857,-0.0689415043664017,-0.0207534607604863,0.115089016677125,0.938966120541526,"Unchanged"
"P10909","CLU","Clusterin",0.027643751238554,-0.18752397990051,-0.0564503428563429,0.0470141567449674,1.32777134907564,"Unchanged"
"P10915","HAPLN1","Hyaluronan and proteoglycan link protein 1",0.954992019583204,-0.0113984140735308,-0.00343126453913124,0.965342513936579,0.0153185669462404,"Unchanged"
"P11021","HSPA5","Endoplasmic reticulum chaperone BiP",0.492157295609363,-0.043358392383622,-0.013052176671239,0.570468206398121,0.243768554875249,"Unchanged"
"P11047","LAMC1","Laminin subunit gamma-1",0.170649810349947,0.229155293750458,0.0689826170840788,0.233298124304281,0.63208875288038,"Unchanged"
"P11117","ACP2","Lysosomal acid phosphatase",0.009204577898032,-0.207995017857067,-0.0626127393236427,0.0177573902745969,1.75062086021408,"Unchanged"
"P11137-4","MAP2","Isoform 4 of Microtubule-associated protein 2",1.26606351336088e-14,-1.46519594734362,-0.441067929675732,4.38541497366659e-13,12.3579893048643,"Downregulated"
"P11137","MAP2","Microtubule-associated protein 2",6.71490681213724e-16,0.76291852639562,0.229661360692844,3.42858167822681e-14,13.4648854999887,"Unchanged"
"P11142","HSPA8","Heat shock cognate 71 kDa protein",4.38579551327447e-05,0.23398615719721,0.0704368518865076,0.000149143011706961,3.82639709126744,"Unchanged"
"P11166","SLC2A1","Solute carrier family 2, facilitated glucose transporter member 1",7.22034653621616e-06,0.710023944228067,0.213738504852298,2.92763815730224e-05,4.53348260111018,"Unchanged"
"P11169","SLC2A3","Solute carrier family 2, facilitated glucose transporter member 3",7.76030663277812e-13,1.20067011341761,0.361437719035976,1.68743828453437e-11,10.7727721018607,"Upregulated"
"P11171","EPB41","Protein 4.1",0.708682463145294,0.0433634373652314,0.013053695362031,0.764946479558489,0.116368949742504,"Unchanged"
"P11172","UMPS","Uridine 5'-monophosphate synthase",7.03839224123394e-09,-0.409734878463609,-0.123342488687282,5.72118369325773e-08,7.24251410787365,"Unchanged"
"P11177","PDHB","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",5.99704648723734e-16,0.528900094557406,0.159214793171295,3.10809334109226e-14,13.5075059471065,"Unchanged"
"P11182","DBT","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",0.00295522654212372,0.165880129309698,0.0499348946068389,0.00646883980783067,2.18917360344857,"Unchanged"
"P11215","ITGAM","Integrin alpha-M",0.214568442114623,0.136068255665562,0.0409606264130097,0.283663266493306,0.547196900341461,"Unchanged"
"P11216","PYGB","Glycogen phosphorylase, brain form",2.4109243399833e-09,-0.434629609437064,-0.130836549444277,2.26410101846116e-08,7.64510419993009,"Unchanged"
"P11217","PYGM","Glycogen phosphorylase, muscle form",0.480525616437395,0.0525037778520208,0.0158052120191364,0.560071537724545,0.25175649718174,"Unchanged"
"P11229","CHRM1","Muscarinic acetylcholine receptor M1",0.0159407799088445,0.202089690850521,0.0608350587604676,0.0288929255618367,1.5392084813114,"Unchanged"
"P11233","RALA","Ras-related protein Ral-A",0.0366106683960261,0.146159154580797,0.0439982896697084,0.060314851160088,1.21957573955545,"Unchanged"
"P11234","RALB","Ras-related protein Ral-B",0.7093514181612,0.0231369467785019,0.00696491498841014,0.765428823635747,0.116095187642932,"Unchanged"
"P11274","BCR","Breakpoint cluster region protein",0.012242091730848,-0.103992096425819,-0.0313047403361527,0.0228499155972746,1.64111539978256,"Unchanged"
"P11277-2","SPTB","Isoform 2 of Spectrin beta chain, erythrocytic",1.08035840884235e-05,0.434249559091742,0.130722142890473,4.21284202455055e-05,4.37542482597932,"Unchanged"
"P11279","LAMP1","Lysosome-associated membrane glycoprotein 1",5.45172946179333e-10,-0.493015951733506,-0.148412589812611,5.90861182077696e-09,8.22851454101241,"Unchanged"
"P11310","ACADM","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0.340880350510545,0.0873797049971898,0.026303912216424,0.420037228471431,0.376712215784981,"Unchanged"
"P11362-14","FGFR1","Isoform 15 of Fibroblast growth factor receptor 1",0.0772459159558675,-0.195413575794707,-0.0588253478741638,0.116180689217498,0.934866051491495,"Unchanged"
"P11387","TOP1","DNA topoisomerase 1",4.14423826800019e-07,-0.753526621066283,-0.226834115472277,2.26716145883534e-06,5.64451754992892,"Unchanged"
"P11413","G6PD","Glucose-6-phosphate 1-dehydrogenase",0.283183978900155,-0.065115213006198,-0.019601632288915,0.358691306025625,0.445279149643674,"Unchanged"
"P11441","UBL4A","Ubiquitin-like protein 4A",0.368374625551711,0.0505691239178718,0.0152228231537283,0.448385360043784,0.34834857572915,"Unchanged"
"P11498","PC","Pyruvate carboxylase, mitochondrial",0.000702088289355689,-0.26136671411537,-0.0786792208168589,0.00180376242211285,2.74382066499811,"Unchanged"
"P11532","DMD","Dystrophin",2.2600394436098e-05,0.353670449618651,0.106465413915181,8.24256713481606e-05,4.08393750688891,"Unchanged"
"P11586","MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic",1.04589925040069e-08,-0.290851632223539,-0.0875550655871139,8.13008433842965e-08,7.08990494917535,"Unchanged"
"P11717","IGF2R","Cation-independent mannose-6-phosphate receptor",0.674887199938229,-0.0327035789452834,-0.00984475822809531,0.737162280966544,0.132436894813762,"Unchanged"
"P11766","ADH5","Alcohol dehydrogenase class-3",4.57322725724008e-06,-0.25027800959613,-0.0753411881435128,1.93394205424269e-05,4.71355654261065,"Unchanged"
"P11802","CDK4","Cyclin-dependent kinase 4",1.62274551189835e-13,-0.884502890269098,-0.266261901222485,4.3187586152569e-12,11.3646410689304,"Unchanged"
"P11940","PABPC1","Polyadenylate-binding protein 1",1.22611064232898e-05,-0.260537540462106,-0.0784296146756122,4.73212802775681e-05,4.32494351404492,"Unchanged"
"P12004","PCNA","Proliferating cell nuclear antigen",0.0358694120621598,-0.29607531884297,-0.0891275519475111,0.0591785201877615,1.22783589896458,"Unchanged"
"P12035","KRT3","Keratin, type II cytoskeletal 3",0.00658705115716143,-0.738576792667065,-0.222333768694084,0.0131531122903574,1.88097147222351,"Unchanged"
"P12036","NEFH","Neurofilament heavy polypeptide",0.369929331474642,-0.190435745645397,-0.0573268716859009,0.450118778791652,0.346672868075816,"Unchanged"
"P12074","COX6A1","Cytochrome c oxidase subunit 6A1, mitochondrial",0.00836960173757528,0.266233947404723,0.0801444040328484,0.0163109032448703,1.78752198847528,"Unchanged"
"P12081","HARS1","Histidine--tRNA ligase, cytoplasmic",0.0438678114417781,-0.0855486498303986,-0.0257527096875043,0.0706308081420885,1.15100582461898,"Unchanged"
"P12109","COL6A1","Collagen alpha-1(VI) chain",0.0104429811065353,-0.380888247835776,-0.114658787594465,0.0198556592576981,1.70211568869442,"Unchanged"
"P12110","COL6A2","Collagen alpha-2(VI) chain",0.77355779738882,-0.0480125238060252,-0.0144532098331446,0.819445811802848,0.0864797601082528,"Unchanged"
"P12111-4","COL6A3","Isoform 4 of Collagen alpha-3(VI) chain",0.550464960841053,0.0691220752938664,0.020807818025998,0.623456289036704,0.205193989812726,"Unchanged"
"P12111","COL6A3","Collagen alpha-3(VI) chain",0.291506746381183,-0.1542711813972,-0.0464402530670764,0.36821623654123,0.433897065140011,"Unchanged"
"P12235","SLC25A4","ADP/ATP translocase 1",7.07445797297381e-09,0.668913573296255,0.20136305006895,5.74372659690324e-08,7.24080624082045,"Unchanged"
"P12236","SLC25A6","ADP/ATP translocase 3",6.39540777973158e-11,0.627148348373896,0.188790464591667,8.72941501498808e-10,9.05901485873143,"Unchanged"
"P12268","IMPDH2","Inosine-5'-monophosphate dehydrogenase 2",2.66875024992333e-16,-0.760344420792269,-0.228886477694229,1.55895724345097e-14,13.807165795772,"Unchanged"
"P12270","TPR","Nucleoprotein TPR",0.000790799911662102,-0.323943491642529,-0.0975167078845255,0.0020092089167294,2.69697490313951,"Unchanged"
"P12271","RLBP1","Retinaldehyde-binding protein 1",0.000898396889504067,0.333557389682668,0.100410779569862,0.00225761930709133,2.64634928950071,"Unchanged"
"P12273","PIP","Prolactin-inducible protein",0.0313916561941374,-0.302407893847075,-0.0910338469735387,0.052494586643908,1.27988547967775,"Unchanged"
"P12277","CKB","Creatine kinase B-type",0.0913557910385967,0.124454776981434,0.0374646209750828,0.134622195594342,0.870883330680689,"Unchanged"
"P12314","FCGR1A","High affinity immunoglobulin gamma Fc receptor I",1.05273516392968e-09,-0.699216052408636,-0.210485005224758,1.07344726108983e-08,7.96921928777203,"Unchanged"
"P12429","ANXA3","Annexin A3",4.41749887180291e-06,0.498350623156242,0.150018485927866,1.88310573428185e-05,4.72512529414905,"Unchanged"
"P12532","CKMT1A","Creatine kinase U-type, mitochondrial",4.79979852840217e-10,0.872075102163977,0.262520764223088,5.27671630881598e-09,8.27763625409418,"Unchanged"
"P12694","BCKDHA","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",0.76475719946023,-0.016894615688285,-0.00508578608738908,0.812620837965064,0.0901120452914083,"Unchanged"
"P12814-3","ACTN1","Isoform 3 of Alpha-actinin-1",5.02363669710884e-08,0.65519987709574,0.197234816161172,3.35867388488567e-07,6.47383216253829,"Unchanged"
"P12821","ACE","Angiotensin-converting enzyme",0.0545305540279687,-0.151287474226575,-0.0455420677104406,0.0856606902722853,1.06721843028691,"Unchanged"
"P12830","CDH1","Cadherin-1",0.219956374993196,-0.130827514971491,-0.0393830062645975,0.289952054470854,0.537673809687988,"Unchanged"
"P12931","SRC","Proto-oncogene tyrosine-protein kinase Src",0.0135994735115701,0.11860622570168,0.0357040316086979,0.0250846055432842,1.60059272388566,"Unchanged"
"P12955","PEPD","Xaa-Pro dipeptidase",3.86750822249276e-05,-0.333096175632198,-0.100271940306249,0.000133761837318829,3.87366777450472,"Unchanged"
"P12956","XRCC6","X-ray repair cross-complementing protein 6",1.80204332284263e-05,-0.601881728608001,-0.181184454153096,6.69621812633653e-05,4.17417040783418,"Unchanged"
"P13010","XRCC5","X-ray repair cross-complementing protein 5",4.01335433880985e-07,-0.655974319681166,-0.197467946609304,2.20079963861705e-06,5.65741949393182,"Unchanged"
"P13073","COX4I1","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",4.71122660212718e-14,0.614877569287309,0.185096592016438,1.41910439661577e-12,11.8479856544323,"Unchanged"
"P13284","IFI30","Gamma-interferon-inducible lysosomal thiol reductase",0.111362841775462,-0.175197665179706,-0.0527397523893865,0.160088715163093,0.795639280917241,"Unchanged"
"P13473","LAMP2","Lysosome-associated membrane glycoprotein 2",5.50712573315118e-09,-0.527894713354845,-0.158912143272248,4.63499605355447e-08,7.33395063129732,"Unchanged"
"P13489","RNH1","Ribonuclease inhibitor",3.05340034898047e-05,-0.389518384341093,-0.11725671754924,0.000108322638216791,3.96528077121209,"Unchanged"
"P13498","CYBA","Cytochrome b-245 light chain",0.00198898077737558,-0.282523839908926,-0.0850481503027553,0.00453674536679348,2.34325559562926,"Unchanged"
"P13521","SCG2","Secretogranin-2",4.60283800336037e-11,0.866050862758131,0.260707287460867,6.5417241973532e-10,9.18430776991641,"Unchanged"
"P13591","NCAM1","Neural cell adhesion molecule 1",5.49057799667283e-13,0.504646358442155,0.151913691093686,1.25736060236099e-11,10.9005401517839,"Unchanged"
"P13591-1","NCAM1","Isoform 2 of Neural cell adhesion molecule 1",0.0108620598591944,-0.354256276444875,-0.106641765362139,0.0205579842420173,1.68701947116929,"Unchanged"
"P13611","VCAN","Versican core protein",6.58384146985829e-08,-0.993088056283042,-0.298949293276836,4.28540313991815e-07,6.36800831651641,"Unchanged"
"P13637","ATP1A3","Sodium/potassium-transporting ATPase subunit alpha-3",3.43320390962032e-11,0.733162019834982,0.22070375965192,5.05663986090018e-10,9.29613797616642,"Unchanged"
"P13639","EEF2","Elongation factor 2",2.10217424401364e-08,-0.376450336742371,-0.11332284323726,1.52690063898694e-07,6.81618922315555,"Unchanged"
"P13645","KRT10","Keratin, type I cytoskeletal 10",0.0247844101719615,-0.674176020447772,-0.202947204512153,0.0427738956723412,1.36882119416791,"Unchanged"
"P13646","KRT13","Keratin, type I cytoskeletal 13",0.0901313174530694,-0.511012967893418,-0.153830231509194,0.133006887433956,0.876125869580923,"Unchanged"
"P13647","KRT5","Keratin, type II cytoskeletal 5",0.00181801533803918,-1.0032777134268,-0.30201668572264,0.0041953731922009,2.37722940119887,"Downregulated"
"P13667","PDIA4","Protein disulfide-isomerase A4",1.64182567620137e-08,-0.516011102718306,-0.155334820013858,1.22745166876963e-07,6.9109955993271,"Unchanged"
"P13671","C6","Complement component C6",0.270875669765581,-0.110762736054015,-0.0333429059540709,0.345332168964894,0.461762963633732,"Unchanged"
"P13674","P4HA1","Prolyl 4-hydroxylase subunit alpha-1",4.6255392930959e-06,-0.386579062372383,-0.116371893469744,1.95366681049694e-05,4.70914950136499,"Unchanged"
"P13693","TPT1","Translationally-controlled tumor protein",0.360081159461392,0.0808784075516034,0.0243468266745689,0.440312122080428,0.356239357965025,"Unchanged"
"P13716","ALAD","Delta-aminolevulinic acid dehydratase",0.00109344526254618,-0.341473713439258,-0.102793830475984,0.00267748426100561,2.57227307339191,"Unchanged"
"P13726","F3","Tissue factor",0.00233259937797462,0.342102807913069,0.102983206782707,0.00523221852013636,2.28131412628401,"Unchanged"
"P13796","LCP1","Plastin-2",0.293944240742084,-0.0896998101996269,-0.0270023334754536,0.370683800116207,0.430996393398201,"Unchanged"
"P13797","PLS3","Plastin-3",0.000605683888435658,-0.431611860017171,-0.129928116349492,0.00157963641429701,2.80144286332118,"Unchanged"
"P13797-2","PLS3","Isoform 2 of Plastin-3",0.0994626960856097,0.168335370512306,0.0506739958554142,0.145069057155757,0.838425211542862,"Unchanged"
"P13798","APEH","Acylamino-acid-releasing enzyme",0.0327191815327369,-0.173350798766139,-0.0521837902009184,0.0545161513911423,1.26347481110197,"Unchanged"
"P13804","ETFA","Electron transfer flavoprotein subunit alpha, mitochondrial",0.000221857395127995,-0.313265304289681,-0.0943022531919984,0.000643629219115012,3.19136424827038,"Unchanged"
"P13807","GYS1","Glycogen [starch] synthase, muscle",1.06874584225293e-14,-0.569728230707475,-0.171505286819519,3.75860463808644e-13,12.4249733546607,"Unchanged"
"P13861","PRKAR2A","cAMP-dependent protein kinase type II-alpha regulatory subunit",0.00147060303006202,0.147576342035292,0.0444249056029901,0.00348705424362488,2.45754129680993,"Unchanged"
"P13929","ENO3","Beta-enolase",0.00161346874619233,0.513408119553221,0.154551244002959,0.00378158451802235,2.42232618872271,"Unchanged"
"P13984","GTF2F2","General transcription factor IIF subunit 2",0.008487640228153,-0.268312667635967,-0.0807701611750463,0.0165129280532483,1.78217591131509,"Unchanged"
"P13987","CD59","CD59 glycoprotein",0.995293531901371,-0.00136110850645466,-0.000409734487796252,0.996450009498351,0.00154448436299147,"Unchanged"
"P14136","GFAP","Glial fibrillary acidic protein",8.1549149341637e-18,-1.62059857796786,-0.487848782898719,8.92251248272863e-16,15.0495128357874,"Downregulated"
"P14136-2","GFAP","Isoform 3 of Glial fibrillary acidic protein",0.0819213903321088,-0.197061856713025,-0.0593215298718579,0.1224114770343,0.91217786177384,"Unchanged"
